id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
EZYV18159,Ásia,Ensino Superior,N,S,318,1961,Meio-Oeste,123125.64,Ano,S,Aprovado,intermediaria,alto,3
EZYV16037,África,Ensino Superior,N,N,2359,1991,Nordeste,769.5993,Hora,S,Negado,intermediaria,baixo,4
EZYV12284,Ásia,Mestrado,S,N,1741,1981,Meio-Oeste,117979.93,Ano,N,Aprovado,intermediaria,alto,2
EZYV15896,América do Norte,Mestrado,S,N,683,1955,Oeste,51709.97,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV10094,Ásia,Mestrado,S,N,3763,2001,Ilha,78625.13,Ano,S,Aprovado,nova,medio_alto,2
EZYV9663,Oceania,Mestrado,S,N,4832,2001,Sul,85349.26,Ano,S,Aprovado,nova,medio_alto,2
EZYV17573,Ásia,Ensino Superior,S,N,4355,2001,Nordeste,25828.57,Ano,S,Aprovado,nova,baixo,2
EZYV1702,Oceania,Mestrado,N,N,1518,1992,Meio-Oeste,54019.29,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV14791,Europa,Ensino Superior,N,N,1718,2013,Sul,36205.27,Ano,S,Aprovado,nova,medio_baixo,4
EZYV15863,Ásia,Ensino Superior,S,N,1151,1998,Sul,50131.88,Ano,S,Aprovado,nova,medio_baixo,2
EZYV3576,América do Norte,Ensino Médio,S,N,24,2007,Nordeste,58767.2,Ano,N,Aprovado,nova,medio_baixo,2
EZYV1087,América do Norte,Ensino Superior,N,N,2816,1958,Oeste,90325.94,Ano,S,Negado,intermediaria,medio_alto,4
EZYV14623,América do Norte,Ensino Superior,S,N,416,2010,Sul,8861.58,Ano,S,Negado,nova,baixo,2
EZYV14585,América do Norte,Mestrado,N,N,2574,1999,Meio-Oeste,91679.8,Ano,N,Aprovado,nova,medio_alto,4
EZYV4524,Ásia,Ensino Superior,N,N,998,2001,Oeste,107759.13,Ano,S,Negado,nova,alto,4
EZYV24893,Ásia,Mestrado,S,N,6089,1962,Sul,136765.18,Ano,S,Aprovado,intermediaria,alto,2
EZYV8305,América do Norte,Mestrado,N,N,1341,1988,Sul,65778.96,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV21010,Europa,Mestrado,S,N,1341,1996,Meio-Oeste,99648.13,Ano,S,Aprovado,nova,medio_alto,2
EZYV8219,Ásia,Mestrado,S,N,687,2009,Sul,99065.5,Ano,S,Aprovado,nova,medio_alto,2
EZYV6431,Ásia,Ensino Superior,N,N,3291,1998,Sul,198517.74,Ano,S,Negado,nova,alto,4
EZYV689,Ásia,Ensino Superior,N,N,677,1989,Sul,110050.54,Ano,S,Aprovado,intermediaria,alto,4
EZYV6900,América do Norte,Ensino Superior,S,S,5050,1998,Oeste,94763.15,Ano,S,Negado,nova,medio_alto,1
EZYV17257,Ásia,Ensino Superior,S,N,2280,2001,Sul,119656.55,Ano,S,Aprovado,nova,alto,2
EZYV14307,Europa,Ensino Médio,N,N,802,2000,Nordeste,24821.87,Ano,S,Negado,nova,baixo,4
EZYV11574,América do Norte,Mestrado,S,N,66,2011,Meio-Oeste,253698.68,Ano,S,Aprovado,nova,alto,2
EZYV4532,América do Sul,Ensino Superior,S,N,2044,2001,Sul,239465.3,Ano,S,Aprovado,nova,alto,2
EZYV17770,Ásia,Ensino Superior,N,S,993,1985,Nordeste,143583.18,Ano,S,Aprovado,intermediaria,alto,3
EZYV20855,América do Norte,Ensino Superior,S,S,696,2009,Oeste,92776.49,Ano,S,Aprovado,nova,medio_alto,1
EZYV21191,Ásia,Mestrado,S,N,6410,2000,Ilha,143492.14,Ano,S,Negado,nova,alto,2
EZYV16085,América do Norte,Ensino Superior,N,N,334,2008,Meio-Oeste,106463.01,Ano,S,Aprovado,nova,medio_alto,4
EZYV13124,América do Norte,Ensino Médio,S,N,2096,1856,Meio-Oeste,42419.85,Ano,S,Negado,antiga,medio_baixo,2
EZYV19808,Ásia,Mestrado,S,N,1472,1986,Sul,161750.11,Ano,N,Aprovado,intermediaria,alto,2
EZYV11949,Ásia,Ensino Superior,S,N,156,2005,Ilha,12153.83,Ano,S,Negado,nova,baixo,2
EZYV23027,Europa,Mestrado,S,N,1649,2000,Sul,112574.46,Ano,N,Aprovado,nova,alto,2
EZYV2554,Europa,Ensino Superior,S,N,526,2014,Nordeste,58301.55,Ano,S,Aprovado,nova,medio_baixo,2
EZYV17799,África,Mestrado,N,N,2189,1987,Oeste,122590.93,Ano,S,Negado,intermediaria,alto,4
EZYV7072,Europa,Ensino Superior,N,N,2131,2003,Oeste,73724.8,Ano,S,Negado,nova,medio_alto,4
EZYV9246,Ásia,Doutorado,S,N,1575,2003,Ilha,82428.39,Ano,S,Aprovado,nova,medio_alto,2
EZYV24425,Ásia,Ensino Superior,N,N,900,2009,Nordeste,126813.75,Ano,S,Aprovado,nova,alto,4
EZYV25267,Europa,Ensino Superior,N,S,1892,1986,Sul,3445.4,Ano,S,Aprovado,intermediaria,baixo,3
EZYV9110,Ásia,Ensino Superior,S,N,16005,2013,Nordeste,79631.5,Ano,S,Aprovado,nova,medio_alto,2
EZYV18727,Ásia,Mestrado,N,S,3618,1984,Nordeste,54017.93,Ano,S,Aprovado,intermediaria,medio_baixo,3
EZYV22716,Ásia,Ensino Superior,N,N,4419,1999,Oeste,194967.27,Ano,N,Negado,nova,alto,4
EZYV9085,Ásia,Ensino Superior,N,N,626,2005,Meio-Oeste,53592.86,Ano,S,Aprovado,nova,medio_baixo,4
EZYV9554,América do Norte,Ensino Superior,N,N,386,2007,Sul,402.6269,Hora,S,Negado,nova,baixo,4
EZYV16470,Europa,Mestrado,S,S,2423,2012,Sul,25198.97,Ano,S,Negado,nova,baixo,1
EZYV4060,Ásia,Ensino Superior,N,N,2174,1910,Oeste,67794.36,Ano,S,Negado,antiga,medio_baixo,4
EZYV3964,Ásia,Mestrado,S,N,1869,2005,Sul,78978.32,Ano,N,Aprovado,nova,medio_alto,2
EZYV20667,Ásia,Ensino Superior,N,N,236,1868,Oeste,601.6377,Hora,S,Negado,antiga,baixo,4
EZYV20687,Ásia,Mestrado,S,N,4611,1997,Meio-Oeste,33883.77,Ano,S,Aprovado,nova,baixo,2
EZYV2927,Ásia,Mestrado,N,N,1110,1994,Oeste,124873.74,Ano,S,Negado,intermediaria,alto,4
EZYV4690,Europa,Ensino Superior,S,N,67296,1980,Oeste,31531.19,Ano,S,Aprovado,intermediaria,baixo,2
EZYV6322,Ásia,Ensino Médio,N,N,2096,1908,Nordeste,47868.62,Ano,S,Negado,antiga,medio_baixo,4
EZYV6100,Europa,Ensino Médio,S,N,1258,1970,Oeste,12503.66,Ano,S,Negado,intermediaria,baixo,2
EZYV24712,Europa,Ensino Superior,N,N,3889,1976,Oeste,12068.06,Ano,S,Aprovado,intermediaria,baixo,4
EZYV21834,Ásia,Ensino Superior,S,N,418,1990,Sul,116493.45,Ano,S,Aprovado,intermediaria,alto,2
EZYV4382,Ásia,Mestrado,N,N,19437,1982,Sul,325.1087,Hora,S,Negado,intermediaria,baixo,4
EZYV18876,Ásia,Ensino Médio,N,N,1471,1907,Meio-Oeste,136324.48,Ano,S,Aprovado,antiga,alto,4
EZYV5864,Ásia,Ensino Superior,S,N,600,2010,Meio-Oeste,165283.16,Ano,S,Aprovado,nova,alto,2
EZYV19406,Ásia,Ensino Superior,S,N,1961,2005,Oeste,176726.33,Ano,S,Aprovado,nova,alto,2
EZYV5356,Ásia,Ensino Médio,S,N,2620,2005,Meio-Oeste,129050.28,Ano,S,Negado,nova,alto,2
EZYV11232,América do Norte,Mestrado,N,N,593,1838,Oeste,167.9464,Hora,S,Negado,antiga,baixo,4
EZYV21719,América do Sul,Ensino Superior,S,N,66948,2000,Oeste,882.7615,Hora,S,Negado,nova,baixo,2
EZYV13885,Ásia,Ensino Médio,S,N,3136,1992,Oeste,78809.85,Ano,S,Negado,intermediaria,medio_alto,2
EZYV8726,Ásia,Doutorado,N,S,3466,1946,Nordeste,20263.02,Ano,S,Aprovado,intermediaria,baixo,3
EZYV6277,Ásia,Doutorado,N,S,1086,2009,Nordeste,130175.47,Ano,S,Aprovado,nova,alto,3
EZYV5523,Ásia,Mestrado,N,S,431,1915,Sul,124312.58,Ano,S,Aprovado,antiga,alto,3
EZYV23238,América do Norte,Ensino Superior,S,S,1540,1962,Sul,5200.77,Ano,S,Aprovado,intermediaria,baixo,1
EZYV9951,Ásia,Mestrado,N,N,2627,1882,Meio-Oeste,169790.24,Ano,S,Aprovado,antiga,alto,4
EZYV3730,Ásia,Mestrado,N,N,3874,1960,Oeste,6801.63,Ano,S,Negado,intermediaria,baixo,4
EZYV13470,Ásia,Mestrado,S,N,2512,1929,Sul,107023.01,Ano,S,Aprovado,antiga,medio_alto,2
EZYV18489,América do Norte,Ensino Superior,N,N,70824,2004,Sul,52563.31,Ano,N,Negado,nova,medio_baixo,4
EZYV19734,Ásia,Mestrado,N,S,4709,1996,Nordeste,32938.85,Ano,S,Negado,nova,baixo,3
EZYV11946,Ásia,Ensino Superior,N,N,377,2000,Sul,107.65,Hora,S,Aprovado,nova,baixo,4
EZYV19078,América do Norte,Ensino Superior,N,N,4109,1998,Meio-Oeste,35227.1,Ano,S,Negado,nova,medio_baixo,4
EZYV17287,Ásia,Ensino Superior,N,N,20076,2010,Oeste,13987.72,Ano,S,Negado,nova,baixo,4
EZYV20694,Ásia,Ensino Superior,N,N,884,2001,Nordeste,101383.57,Ano,S,Aprovado,nova,medio_alto,4
EZYV22163,Ásia,Ensino Superior,N,S,19513,2010,Meio-Oeste,114073.29,Ano,S,Aprovado,nova,alto,3
EZYV16224,Ásia,Ensino Superior,N,N,3219,1989,Oeste,314156.06,Ano,S,Aprovado,intermediaria,alto,4
EZYV16319,Ásia,Mestrado,N,N,3851,2000,Nordeste,108.12,Hora,S,Negado,nova,baixo,4
EZYV16126,Ásia,Ensino Superior,N,N,1414,2008,Meio-Oeste,257916.69,Ano,N,Negado,nova,alto,4
EZYV8318,Ásia,Ensino Médio,S,N,350,1951,Meio-Oeste,100308.38,Ano,S,Negado,intermediaria,medio_alto,2
EZYV8650,Ásia,Ensino Superior,S,N,2834,1999,Nordeste,23613.52,Ano,S,Aprovado,nova,baixo,2
EZYV3403,Ásia,Ensino Superior,S,N,143,1999,Oeste,57938.66,Ano,S,Aprovado,nova,medio_baixo,2
EZYV18555,América do Sul,Doutorado,S,N,1292,1981,Oeste,37356.97,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV3472,Ásia,Ensino Superior,N,N,2577,2005,Nordeste,915.7486,Hora,S,Negado,nova,baixo,4
EZYV20722,Ásia,Ensino Superior,S,N,2478,1977,Nordeste,38979.42,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV24450,Ásia,Doutorado,S,N,1084,2000,Sul,18905.31,Ano,S,Aprovado,nova,baixo,2
EZYV16314,Ásia,Mestrado,S,N,3556,1987,Nordeste,25436.75,Ano,S,Aprovado,intermediaria,baixo,2
EZYV14622,Ásia,Ensino Superior,S,N,45,1974,Nordeste,91329.26,Ano,N,Aprovado,intermediaria,medio_alto,2
EZYV17901,América do Norte,Ensino Superior,N,N,929,1831,Sul,612.305,Hora,S,Negado,antiga,baixo,4
EZYV7912,América do Norte,Mestrado,N,N,177,2008,Nordeste,143243.25,Ano,N,Aprovado,nova,alto,4
EZYV3090,Ásia,Ensino Superior,S,N,1057,2003,Sul,61332.58,Ano,S,Aprovado,nova,medio_baixo,2
EZYV3662,Ásia,Doutorado,N,N,1959,1998,Sul,73224.74,Ano,N,Negado,nova,medio_alto,4
EZYV4333,Ásia,Mestrado,N,N,2333,1978,Sul,91081.82,Ano,S,Negado,intermediaria,medio_alto,4
EZYV10462,Ásia,Ensino Superior,S,N,2161,2003,Sul,107714.33,Ano,S,Aprovado,nova,alto,2
EZYV23708,Europa,Mestrado,S,N,2750,2004,Oeste,81208.7,Ano,S,Aprovado,nova,medio_alto,2
EZYV1725,Ásia,Ensino Superior,N,S,2536,1994,Nordeste,32662.95,Ano,S,Negado,intermediaria,baixo,3
EZYV9382,América do Norte,Mestrado,N,N,1244,2006,Nordeste,40163.18,Semana,S,Aprovado,nova,medio_baixo,4
EZYV10906,Ásia,Ensino Superior,N,N,1801,1911,Meio-Oeste,121447.53,Ano,S,Negado,antiga,alto,4
EZYV22659,Europa,Ensino Superior,S,N,5199,1919,Nordeste,36031.22,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV3439,Ásia,Ensino Superior,N,N,180,1999,Nordeste,57257.37,Ano,S,Negado,nova,medio_baixo,4
EZYV20911,Ásia,Ensino Médio,S,N,441,1889,Meio-Oeste,8169.76,Ano,S,Aprovado,antiga,baixo,2
EZYV18698,Ásia,Mestrado,N,N,726,1941,Nordeste,125691.0,Ano,N,Aprovado,antiga,alto,4
EZYV25410,Ásia,Mestrado,S,N,416,1965,Nordeste,66068.46,Semana,S,Aprovado,intermediaria,medio_baixo,2
EZYV14441,Ásia,Mestrado,S,N,3551,2000,Sul,14840.54,Ano,S,Aprovado,nova,baixo,2
EZYV27,Ásia,Ensino Superior,S,N,756,1995,Sul,86332.95,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV18368,Ásia,Ensino Médio,N,N,18940,1997,Oeste,59736.2,Ano,S,Negado,nova,medio_baixo,4
EZYV24541,Ásia,Mestrado,N,N,1829,1998,Meio-Oeste,102793.6,Ano,S,Negado,nova,medio_alto,4
EZYV2921,Ásia,Ensino Médio,S,N,700,1985,Oeste,58549.4,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV7989,América do Norte,Ensino Superior,N,N,483,1983,Nordeste,154328.35,Ano,S,Negado,intermediaria,alto,4
EZYV15870,América do Norte,Ensino Superior,N,N,1891,1847,Sul,11722.23,Mês,S,Negado,antiga,baixo,4
EZYV10533,Europa,Doutorado,S,N,28027,1998,Sul,44248.08,Ano,S,Aprovado,nova,medio_baixo,2
EZYV13931,Ásia,Ensino Superior,S,N,2475,1993,Sul,33408.6,Ano,S,Aprovado,intermediaria,baixo,2
EZYV22944,Ásia,Ensino Superior,S,N,2765,1989,Nordeste,138123.08,Ano,S,Negado,intermediaria,alto,2
EZYV17943,Ásia,Ensino Superior,S,N,854,2009,Sul,71005.24,Ano,N,Aprovado,nova,medio_alto,2
EZYV19185,Europa,Mestrado,S,N,5067,2003,Oeste,5743.04,Ano,S,Aprovado,nova,baixo,2
EZYV5984,Ásia,Ensino Superior,N,N,1023,2012,Meio-Oeste,66392.67,Ano,S,Aprovado,nova,medio_baixo,4
EZYV25449,Europa,Doutorado,S,N,4119,1971,Oeste,86894.1,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV13119,Ásia,Ensino Superior,N,N,2000,2004,Meio-Oeste,69632.9,Ano,S,Aprovado,nova,medio_baixo,4
EZYV11522,Europa,Ensino Médio,S,N,4403,1925,Nordeste,119133.21,Ano,S,Negado,antiga,alto,2
EZYV11889,Ásia,Ensino Superior,N,N,117,2015,Sul,164191.63,Ano,S,Aprovado,nova,alto,4
EZYV15475,Ásia,Mestrado,N,N,876,1817,Nordeste,1730.2,Ano,S,Negado,antiga,baixo,4
EZYV8044,Ásia,Ensino Superior,N,N,2297,1996,Oeste,161675.79,Ano,S,Aprovado,nova,alto,4
EZYV16171,Ásia,Ensino Superior,S,N,4923,2001,Nordeste,115026.7,Ano,S,Negado,nova,alto,2
EZYV14209,Ásia,Ensino Superior,S,N,878,1987,Sul,120599.43,Ano,S,Aprovado,intermediaria,alto,2
EZYV3457,Europa,Ensino Superior,S,N,6059,2006,Nordeste,10804.03,Ano,S,Aprovado,nova,baixo,2
EZYV1204,Ásia,Ensino Superior,S,N,34554,2013,Meio-Oeste,246705.0,Ano,N,Aprovado,nova,alto,2
EZYV22840,Europa,Mestrado,N,N,917,1983,Oeste,34859.62,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV5183,África,Mestrado,S,N,4713,1887,Nordeste,109744.09,Ano,S,Aprovado,antiga,alto,2
EZYV8970,Ásia,Mestrado,N,N,781,2010,Oeste,53543.71,Ano,N,Aprovado,nova,medio_baixo,4
EZYV20422,Ásia,Ensino Superior,N,N,1615,1965,Nordeste,824.7957,Hora,S,Negado,intermediaria,baixo,4
EZYV81,Ásia,Ensino Superior,S,N,32619,1947,Sul,102073.81,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV11757,América do Sul,Mestrado,S,N,1025,1950,Oeste,27984.41,Ano,S,Aprovado,intermediaria,baixo,2
EZYV12468,Ásia,Doutorado,S,N,1490,2013,Oeste,41231.84,Ano,S,Aprovado,nova,medio_baixo,2
EZYV4069,América do Norte,Mestrado,N,N,1627,1914,Nordeste,119007.64,Ano,N,Negado,antiga,alto,4
EZYV6878,Ásia,Mestrado,S,N,1104,1993,Meio-Oeste,271409.44,Ano,S,Aprovado,intermediaria,alto,2
EZYV11941,Ásia,Ensino Superior,S,N,1751,1997,Nordeste,57634.0,Ano,S,Aprovado,nova,medio_baixo,2
EZYV18708,Ásia,Mestrado,S,N,2201,2011,Nordeste,105219.55,Ano,S,Aprovado,nova,medio_alto,2
EZYV21039,Ásia,Mestrado,N,N,1044,2008,Oeste,187394.72,Ano,N,Negado,nova,alto,4
EZYV5271,Europa,Ensino Superior,S,N,964,2000,Sul,61788.85,Ano,S,Aprovado,nova,medio_baixo,2
EZYV1234,América do Norte,Ensino Superior,S,N,2347,1999,Oeste,594.7953,Hora,S,Negado,nova,baixo,2
EZYV22156,Ásia,Ensino Superior,N,N,548,2009,Sul,12.99,Hora,S,Negado,nova,baixo,4
EZYV1565,Europa,Ensino Superior,N,N,1350,2006,Nordeste,166189.18,Ano,S,Aprovado,nova,alto,4
EZYV5659,Ásia,Mestrado,N,N,2071,2012,Nordeste,603.0547,Hora,S,Aprovado,nova,baixo,4
EZYV3059,Ásia,Ensino Superior,N,N,1691,2001,Meio-Oeste,18766.68,Ano,S,Negado,nova,baixo,4
EZYV23947,Europa,Ensino Médio,N,N,3768,1994,Sul,26680.62,Ano,S,Negado,intermediaria,baixo,4
EZYV8327,Ásia,Ensino Superior,N,N,91,1879,Oeste,222416.49,Ano,S,Aprovado,antiga,alto,4
EZYV3676,Ásia,Ensino Médio,S,N,150,2014,Oeste,122952.87,Ano,S,Negado,nova,alto,2
EZYV13909,América do Norte,Ensino Superior,N,N,1678,1984,Nordeste,77116.93,Ano,S,Negado,intermediaria,medio_alto,4
EZYV8992,Europa,Doutorado,S,N,633,1903,Sul,81554.61,Ano,S,Aprovado,antiga,medio_alto,2
EZYV13560,Ásia,Mestrado,S,N,3409,1920,Meio-Oeste,33550.52,Ano,S,Aprovado,antiga,baixo,2
EZYV6317,Ásia,Mestrado,S,N,5106,2001,Sul,53144.96,Ano,S,Aprovado,nova,medio_baixo,2
EZYV3508,Ásia,Ensino Superior,S,N,2977,1989,Oeste,245418.67,Ano,S,Aprovado,intermediaria,alto,2
EZYV8850,Ásia,Mestrado,N,N,631,2001,Meio-Oeste,30531.71,Ano,S,Aprovado,nova,baixo,4
EZYV17885,Ásia,Ensino Médio,S,N,3606,2008,Meio-Oeste,137728.03,Ano,S,Aprovado,nova,alto,2
EZYV2923,América do Norte,Ensino Superior,N,N,203,1847,Oeste,41009.64,Ano,S,Negado,antiga,medio_baixo,4
EZYV4061,Ásia,Ensino Superior,S,N,1856,2004,Nordeste,63625.13,Ano,S,Negado,nova,medio_baixo,2
EZYV18895,Europa,Ensino Superior,S,N,5071,1999,Nordeste,12624.41,Ano,S,Aprovado,nova,baixo,2
EZYV18522,Ásia,Mestrado,N,N,1627,1997,Sul,847.0505,Hora,S,Negado,nova,baixo,4
EZYV10619,Europa,Ensino Superior,N,N,1090,1998,Nordeste,102816.22,Ano,S,Negado,nova,medio_alto,4
EZYV7317,Ásia,Doutorado,N,N,115,1977,Sul,96289.72,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV6199,Ásia,Ensino Médio,S,N,2336,2001,Sul,56044.96,Ano,S,Negado,nova,medio_baixo,2
EZYV5776,Ásia,Mestrado,N,N,2781,2003,Nordeste,95914.42,Ano,S,Aprovado,nova,medio_alto,4
EZYV23675,Ásia,Ensino Superior,N,N,1862,1948,Nordeste,652.6848,Hora,S,Negado,intermediaria,baixo,4
EZYV21,Ásia,Mestrado,N,N,880,2008,Oeste,71128.98,Ano,S,Negado,nova,medio_alto,4
EZYV4950,Ásia,Ensino Médio,N,S,731,1996,Sul,997.6877,Hora,S,Negado,nova,baixo,3
EZYV2445,América do Norte,Mestrado,S,N,4703,2001,Nordeste,11709.44,Ano,S,Aprovado,nova,baixo,2
EZYV10202,Ásia,Ensino Médio,S,N,1208,1996,Meio-Oeste,132786.18,Ano,S,Negado,nova,alto,2
EZYV22002,América do Norte,Mestrado,S,N,3747,1989,Oeste,69515.32,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV3986,Ásia,Mestrado,N,N,1521,2000,Meio-Oeste,120891.58,Ano,S,Negado,nova,alto,4
EZYV462,América do Norte,Ensino Superior,N,S,2999,2006,Sul,172504.71,Ano,S,Aprovado,nova,alto,3
EZYV12428,Ásia,Mestrado,N,N,1782,2013,Sul,66446.73,Ano,S,Negado,nova,medio_baixo,4
EZYV24077,América do Norte,Mestrado,N,N,3051,2005,Nordeste,127908.53,Ano,S,Negado,nova,alto,4
EZYV11883,Europa,Ensino Médio,S,N,228,2012,Nordeste,47943.58,Ano,S,Negado,nova,medio_baixo,2
EZYV24738,Ásia,Mestrado,S,N,4778,2001,Sul,42473.49,Ano,S,Aprovado,nova,medio_baixo,2
EZYV2048,Ásia,Mestrado,S,N,2943,2001,Ilha,12032.49,Ano,S,Aprovado,nova,baixo,2
EZYV14914,Ásia,Ensino Médio,N,N,4179,2013,Nordeste,37498.27,Ano,S,Negado,nova,medio_baixo,4
EZYV15365,Europa,Mestrado,N,N,1014,1997,Sul,12283.68,Ano,S,Aprovado,nova,baixo,4
EZYV17243,Ásia,Ensino Superior,N,N,138,1977,Oeste,70036.21,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV18568,América do Norte,Doutorado,N,N,1953,2009,Meio-Oeste,16873.86,Ano,S,Aprovado,nova,baixo,4
EZYV7487,Europa,Doutorado,N,N,2599,1998,Sul,104060.58,Ano,S,Aprovado,nova,medio_alto,4
EZYV5061,Ásia,Doutorado,N,S,2166,1994,Sul,208373.95,Ano,S,Aprovado,intermediaria,alto,3
EZYV3532,Ásia,Ensino Médio,N,N,4222,1851,Meio-Oeste,123775.68,Ano,S,Negado,antiga,alto,4
EZYV1505,Europa,Mestrado,N,N,1227,1997,Meio-Oeste,31321.18,Ano,S,Aprovado,nova,baixo,4
EZYV2847,Ásia,Mestrado,S,N,1700,1998,Oeste,3753.07,Ano,S,Aprovado,nova,baixo,2
EZYV23993,América do Norte,Mestrado,N,N,41430,1990,Oeste,67529.67,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV16699,Ásia,Ensino Superior,S,N,17568,2002,Sul,50511.84,Ano,S,Negado,nova,medio_baixo,2
EZYV15084,Ásia,Mestrado,S,N,2466,2002,Oeste,84480.19,Ano,S,Aprovado,nova,medio_alto,2
EZYV14400,Ásia,Mestrado,N,N,1320,2012,Oeste,145996.56,Ano,N,Negado,nova,alto,4
EZYV15638,América do Norte,Mestrado,N,N,1137,2013,Meio-Oeste,65697.01,Mês,S,Negado,nova,medio_baixo,4
EZYV17671,Europa,Mestrado,N,S,765,1979,Sul,32831.76,Ano,S,Aprovado,intermediaria,baixo,3
EZYV13308,Ásia,Mestrado,N,N,3219,2005,Meio-Oeste,48657.57,Ano,S,Aprovado,nova,medio_baixo,4
EZYV18511,Ásia,Ensino Superior,N,N,1492,1988,Meio-Oeste,14876.89,Ano,S,Aprovado,intermediaria,baixo,4
EZYV1769,Ásia,Ensino Superior,S,N,134,1998,Sul,14316.91,Ano,S,Aprovado,nova,baixo,2
EZYV24906,Ásia,Mestrado,S,N,5150,2002,Sul,47797.58,Ano,N,Negado,nova,medio_baixo,2
EZYV13150,Oceania,Doutorado,N,N,4952,1990,Nordeste,111219.31,Ano,S,Aprovado,intermediaria,alto,4
EZYV11015,Ásia,Mestrado,N,N,4493,2013,Meio-Oeste,96280.2,Semana,S,Aprovado,nova,medio_alto,4
EZYV14893,Ásia,Mestrado,N,N,1860,2000,Oeste,518.3827,Hora,S,Negado,nova,baixo,4
EZYV4583,Ásia,Ensino Superior,S,N,26125,1898,Oeste,71341.05,Ano,S,Negado,antiga,medio_alto,2
EZYV14343,Ásia,Ensino Superior,S,N,1475,1999,Sul,77724.07,Ano,S,Aprovado,nova,medio_alto,2
EZYV1243,Ásia,Ensino Superior,S,N,18049,1996,Oeste,518.0265,Hora,S,Aprovado,nova,baixo,2
EZYV22842,Ásia,Ensino Superior,S,N,5070,2007,Sul,119053.22,Ano,S,Aprovado,nova,alto,2
EZYV9013,Ásia,Ensino Médio,S,N,794,2012,Sul,50191.44,Ano,S,Negado,nova,medio_baixo,2
EZYV20453,Ásia,Ensino Médio,N,N,4219,2000,Meio-Oeste,124265.9,Ano,S,Aprovado,nova,alto,4
EZYV9818,Ásia,Mestrado,S,N,1450,2012,Meio-Oeste,62810.38,Ano,S,Aprovado,nova,medio_baixo,2
EZYV22576,Europa,Ensino Médio,N,S,3983,2001,Sul,102133.71,Ano,S,Aprovado,nova,medio_alto,3
EZYV10263,Ásia,Mestrado,S,N,1312,2009,Sul,54766.18,Ano,S,Aprovado,nova,medio_baixo,2
EZYV20138,Ásia,Ensino Superior,N,N,3115,2006,Nordeste,69487.52,Ano,S,Negado,nova,medio_baixo,4
EZYV9417,Ásia,Mestrado,N,N,877,1871,Nordeste,130160.33,Ano,S,Aprovado,antiga,alto,4
EZYV24012,Europa,Doutorado,S,N,1455,2004,Sul,50288.46,Ano,S,Aprovado,nova,medio_baixo,2
EZYV96,Ásia,Mestrado,N,N,1392,2001,Sul,99737.18,Ano,N,Aprovado,nova,medio_alto,4
EZYV15355,Europa,Ensino Superior,S,N,4104,2010,Nordeste,25495.23,Ano,S,Negado,nova,baixo,2
EZYV5958,Ásia,Mestrado,S,N,2107,1924,Nordeste,203350.19,Ano,N,Aprovado,antiga,alto,2
EZYV7796,Ásia,Mestrado,S,N,120925,1875,Nordeste,59916.06,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV15405,Oceania,Ensino Médio,N,N,979,1993,Oeste,50004.29,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV19756,Ásia,Mestrado,S,N,5409,1983,Sul,118858.69,Ano,S,Aprovado,intermediaria,alto,2
EZYV21157,Ásia,Ensino Superior,N,S,764,1981,Meio-Oeste,83055.54,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV3796,América do Norte,Mestrado,N,N,2920,1981,Sul,831.6139,Hora,S,Negado,intermediaria,baixo,4
EZYV19396,América do Norte,Ensino Médio,N,N,772,1993,Sul,80017.28,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV7583,Ásia,Mestrado,N,S,20571,2007,Nordeste,141869.75,Ano,S,Aprovado,nova,alto,3
EZYV16884,América do Norte,Ensino Superior,S,N,-26,1968,Nordeste,168.1558,Hora,S,Negado,intermediaria,baixo,2
EZYV3321,América do Norte,Mestrado,S,N,1498,1999,Sul,30103.71,Ano,S,Aprovado,nova,baixo,2
EZYV5746,Ásia,Mestrado,S,N,3783,2014,Sul,4734.45,Ano,S,Aprovado,nova,baixo,2
EZYV13945,Ásia,Mestrado,S,N,1680,1994,Meio-Oeste,129452.48,Ano,S,Aprovado,intermediaria,alto,2
