continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
5,3,0,1,2085,1946,2,283.8,0,1,0,1,1,3
5,2,1,0,2751,2014,4,52361.06,0,1,0,2,3,2
5,2,1,0,1460,1998,4,28055.46,0,1,1,2,1,2
0,3,1,1,1602,1940,2,817.62,0,1,1,0,1,1
4,2,0,0,6259,1994,3,21408.55,0,1,0,1,1,4
5,2,0,0,1429,1993,2,131.6884,1,1,1,1,1,4
5,2,1,0,2247,2003,2,130563.12,0,1,1,2,0,2
1,2,1,0,1387,1969,1,75410.57,0,1,1,1,2,2
5,1,0,0,221,1998,0,58826.51,0,1,0,2,3,4
5,2,1,0,452,2012,2,37046.81,0,1,1,2,3,2
5,3,1,1,1862,1997,3,130456.77,0,1,1,2,0,1
5,2,1,0,893,2000,2,113369.05,0,1,1,2,0,2
5,2,1,0,718,2003,2,40252.94,0,1,1,2,3,2
5,2,0,0,256,1889,1,36423.36,0,1,1,0,3,4
5,3,1,0,1429,1995,4,68106.14,0,1,1,1,3,2
5,2,1,1,439,1996,4,100007.12,0,1,1,2,2,1
5,2,1,0,3986,2008,2,4156.21,0,1,1,2,1,2
0,3,0,0,191,2001,4,34.5971,1,1,0,2,1,4
5,3,0,0,2615,2001,2,63221.56,0,0,0,2,3,4
5,3,1,0,452,1997,3,153531.71,0,1,1,2,0,2
5,2,1,0,1927,2005,4,114151.37,0,1,0,2,0,2
5,2,1,0,2959,2004,3,58561.86,0,1,1,2,3,2
5,3,1,0,5538,2002,2,44035.01,0,1,1,2,3,2
5,2,0,0,81,1985,2,55253.58,0,0,0,1,3,4
4,2,0,0,3257,1969,4,106445.7,3,1,0,1,2,4
0,3,1,1,1904,1999,2,14682.67,0,1,1,2,1,1
5,3,0,0,2391,2013,2,15980.71,0,1,0,2,1,4
5,2,0,0,170,1975,3,59154.8,0,1,1,1,3,4
5,2,1,0,144,2006,1,154692.83,0,1,1,2,0,2
5,2,0,0,5335,2005,4,170205.46,0,1,1,2,0,4
4,3,0,0,1486,1992,2,233641.72,0,1,0,1,0,4
2,1,0,1,2127,2001,4,81712.64,0,1,1,2,2,3
3,2,0,0,619,1938,1,66419.98,0,1,1,0,3,4
5,2,1,0,1016,2002,4,111963.5,0,1,1,2,0,2
5,0,0,1,12357,1947,3,101702.59,0,1,1,1,2,3
5,3,1,0,1374,2010,3,9743.16,0,1,1,2,1,2
2,1,1,0,3612,1994,3,68485.21,0,1,0,1,3,2
5,1,1,0,1336,1902,1,69003.24,0,1,0,0,3,2
5,2,0,0,3207,1986,3,116472.15,0,1,1,1,0,4
5,2,0,0,10046,1975,1,150050.68,0,1,1,1,0,4
5,1,0,0,2090,1993,3,268.1018,1,1,0,1,1,4
5,2,1,0,5106,1995,3,125750.1,0,1,1,1,0,2
5,3,1,0,2768,1989,2,49077.77,0,1,1,1,3,2
5,2,1,0,5490,2013,4,47270.46,0,1,1,2,3,2
5,0,0,0,1524,2008,4,86798.82,0,1,1,2,2,4
5,2,0,0,1923,1998,1,58711.52,0,1,0,2,3,4
5,2,1,0,1418,2002,4,22284.07,0,1,1,2,1,2
5,0,1,0,1726,1999,3,62824.31,0,1,1,2,3,2
4,3,1,0,1330,1977,3,55933.19,0,1,1,1,3,2
5,2,0,0,1444,1892,4,60933.62,0,0,0,0,3,4
5,3,1,0,2226,1965,2,93833.62,0,1,1,1,2,2
5,3,0,0,2086,1996,2,206686.57,0,1,1,2,0,4
5,2,0,0,52,2007,3,168949.07,0,1,0,2,0,4
5,3,1,0,3840,2005,1,108306.06,0,1,1,2,0,2
5,2,0,0,222,2008,2,42419.61,0,1,1,2,3,4
2,2,1,0,58,2008,2,68044.08,0,1,1,2,3,2
2,3,1,0,2814,2010,3,55188.11,0,1,1,2,3,2
5,3,0,1,2187,2008,3,54175.98,0,1,0,2,3,3
5,2,1,0,3075,1985,4,138057.12,0,1,1,1,0,2
2,3,0,0,2768,1994,2,78305.1,0,1,1,1,2,4
5,1,1,0,5407,1998,3,28989.87,0,1,0,2,1,2
5,3,1,0,2322,1888,2,44108.63,0,0,1,0,3,2
2,3,0,0,1437,2010,2,8093.66,0,1,1,2,1,4
5,2,1,0,2163,1962,1,112188.0,0,1,1,1,0,2
5,3,0,0,1275,1968,2,73760.29,0,1,1,1,2,4
5,3,1,0,28,1978,4,80484.36,0,1,1,1,2,2
5,1,1,0,3954,2005,4,33691.76,0,1,1,2,1,2
5,2,1,0,2854,1998,2,935.5194,1,1,0,2,1,2
5,2,1,0,61,1992,1,83171.53,0,1,1,1,2,2
5,1,0,0,2122,2005,4,80604.66,0,0,1,2,2,4
0,1,1,0,1910,2007,2,134309.77,0,1,1,2,0,2
2,2,1,0,2105,2005,1,1031.94,0,1,1,2,1,2
2,1,1,0,3840,1897,3,56029.15,0,1,1,0,3,2
5,1,0,1,525,1975,3,137121.71,0,1,0,1,0,3
5,2,1,0,513,2000,2,116933.57,0,1,1,2,0,2
5,1,0,0,1077,1993,3,496.2104,1,1,0,1,1,4
5,2,0,0,3578,1986,2,128404.6,0,1,1,1,0,4
2,3,0,1,958,1912,3,52234.88,0,1,1,0,3,3
0,2,0,0,229,2005,3,248.01,1,1,0,2,1,4
2,0,0,0,4705,2000,3,54961.27,0,1,1,2,3,4
4,3,1,0,3510,2005,2,200084.9,0,1,1,2,0,2
5,2,0,1,2378,2006,2,59411.53,0,1,0,2,3,3
2,2,1,1,2234,2014,3,55261.71,0,1,1,2,3,1
5,2,1,0,2519,1962,4,439.8307,1,1,1,1,1,2
5,2,0,0,4067,1885,1,39900.47,0,1,0,0,3,4
2,2,0,1,885,2010,2,109589.35,0,1,1,2,0,3
5,1,1,0,3991,2013,1,49909.86,0,1,0,2,3,2
0,3,1,0,2314,1999,2,133413.81,0,0,1,2,0,2
5,2,0,1,775,1984,2,90028.18,0,1,1,1,2,3
5,3,1,0,360,1997,1,70602.44,0,1,1,2,2,2
5,2,1,0,214,1999,3,27952.97,0,1,1,2,1,2
5,2,1,0,1128,1992,4,102.0197,1,1,0,1,1,2
5,2,1,0,127571,1911,3,103123.11,0,1,1,0,2,2
5,0,0,0,962,1993,3,135700.68,0,1,0,1,0,4
0,3,1,0,1359,1892,2,37856.41,0,1,1,0,3,2
2,0,1,0,1434,1991,2,82838.4,0,1,1,1,2,2
1,0,1,0,286,2005,3,72903.34,0,1,1,2,2,2
0,3,1,0,1024,2003,2,108079.54,0,1,1,2,0,2
5,2,1,0,254,1961,4,132646.71,0,1,1,1,0,2
5,3,0,0,766,1973,4,123706.67,0,1,0,1,0,4
5,2,1,0,27,2008,2,125412.24,0,1,1,2,0,2
5,3,1,0,1838,1917,2,238662.95,0,1,1,0,0,2
2,3,1,0,24,1849,3,53577.62,0,1,0,0,3,2
5,2,0,0,3816,2005,4,136241.97,0,0,0,2,0,4
2,0,0,0,518,2005,3,19034.39,0,1,1,2,1,4
4,3,1,0,158,1969,2,73088.46,0,1,1,1,2,2
5,3,0,0,1809,2010,4,225569.73,0,0,1,2,0,4
0,2,1,0,1062,1980,1,8932.55,0,1,1,1,1,2
0,2,1,0,2724,1998,4,69335.2,0,1,1,2,3,2
5,2,0,1,3627,1968,4,33969.49,0,1,0,1,3,3
4,3,1,0,1313,1897,3,59311.97,0,1,1,0,3,2
5,3,0,0,1661,1926,3,137747.51,0,0,1,0,0,4
5,1,1,0,507,2004,1,196347.33,0,1,0,2,0,2
5,2,1,0,2831,1990,2,67482.36,0,1,1,1,3,2
5,3,0,0,1941,1986,1,121533.28,0,1,0,1,0,4
2,2,1,0,412,1989,4,106044.61,0,1,1,1,2,2
5,2,0,0,2835,2009,1,109182.95,0,1,1,2,0,4
5,3,0,0,3039,1979,2,804.1648,1,0,1,1,1,4
0,2,1,0,3235,2010,2,95955.98,0,1,1,2,2,2
5,2,1,0,1125,1981,2,70777.36,0,1,1,1,2,2
5,1,1,0,5965,2008,2,35446.27,0,1,0,2,3,2
5,2,1,0,5548,2000,4,88589.04,0,1,1,2,2,2
5,3,1,0,218,1989,2,30760.82,0,1,1,1,1,2
5,2,1,0,110,1987,3,117659.39,0,1,0,1,0,2
0,1,1,0,2850,1975,4,265969.8,0,0,1,1,0,2
5,2,0,0,4926,2008,4,41642.75,0,1,0,2,3,4
0,3,0,0,5013,1941,4,121676.81,0,1,0,0,0,4
5,2,0,0,3763,2004,4,160173.08,0,1,1,2,0,4
5,2,0,0,1470,2004,2,259461.84,0,1,1,2,0,4
5,1,1,0,2602,2001,4,114774.58,0,1,0,2,0,2
5,2,1,0,816,1947,4,113212.16,0,1,1,1,0,2
5,2,0,0,2824,1934,3,45080.52,0,1,1,0,3,4
5,3,0,0,1508,2001,4,61384.05,0,1,1,2,3,4
4,2,1,0,37,2013,4,103265.19,0,1,1,2,2,2
2,0,1,0,3257,1913,3,52977.42,0,1,0,0,3,2
5,3,0,0,2234,1920,3,238691.32,0,0,0,0,0,4
5,3,1,0,511,2001,4,162297.93,3,1,1,2,0,2
0,1,1,0,306,1958,2,63655.32,0,1,1,1,3,2
5,2,1,1,746,1936,4,92211.18,0,1,1,0,2,1
2,2,0,0,2953,1987,3,27744.6,0,1,1,1,1,4
5,2,1,0,3576,2012,2,77756.03,0,1,0,2,2,2
5,1,0,1,272,1989,3,67872.2,0,1,1,1,3,3
0,3,1,0,1101,2007,2,195.1899,1,1,1,2,1,2
5,3,0,0,206,1965,4,2815.88,0,1,1,1,1,4
0,2,1,0,2128,2003,3,43662.25,0,1,1,2,3,2
5,1,0,0,4096,2005,4,100.14,1,1,0,2,1,4
5,1,0,0,379,2007,4,70191.7,0,1,0,2,2,4
0,0,0,0,2138,2004,3,96142.66,0,1,1,2,2,4
2,2,1,0,3339,1935,2,121316.5,0,1,0,0,0,2
5,1,1,0,2931,1988,4,94418.08,0,0,0,1,2,2
5,3,1,0,2367,1978,1,72479.76,0,0,1,1,2,2
5,1,1,0,2141,2011,3,32652.96,0,1,0,2,1,2
0,0,1,0,1447,1988,2,71441.63,0,1,1,1,2,2
5,3,0,0,2077,1862,2,113.88,1,1,0,0,1,4
2,1,0,1,1656,1987,3,95074.95,0,1,1,1,2,3
0,2,0,0,5400,1976,4,15744.74,0,1,0,1,1,4
5,2,0,0,681,2002,4,132782.27,0,1,1,2,0,4
5,3,1,0,6055,2000,2,118039.44,0,1,0,2,0,2
5,2,0,0,121722,1997,3,97370.57,0,1,0,2,2,4
5,0,0,1,680,1965,4,42966.66,0,1,1,1,3,3
2,2,0,0,2931,2001,2,100.1,1,1,0,2,1,4
5,3,1,0,9255,1997,4,132004.47,0,1,1,2,0,2
0,2,1,0,3940,2001,2,17079.93,0,1,1,2,1,2
5,3,0,0,845,1973,4,93128.63,0,1,1,1,2,4
5,0,1,0,690,1868,3,18264.09,0,1,1,0,1,2
5,0,1,0,70113,1897,2,67492.78,3,1,1,0,3,2
5,2,1,0,3381,2004,4,128927.12,0,1,1,2,0,2
0,3,1,0,78853,1838,3,102394.68,0,0,1,0,2,2
5,2,0,0,1491,2000,3,3298.45,0,1,1,2,1,4
5,2,0,1,85,2007,3,85565.88,0,1,1,2,2,3
5,2,1,0,1899,1985,1,91081.85,0,1,0,1,2,2
1,3,0,1,1374,2009,4,82728.47,0,1,0,2,2,3
5,2,0,1,318,1961,1,123125.64,0,1,1,1,0,3
4,2,0,0,2359,1991,2,769.5993,1,1,0,1,1,4
5,3,1,0,1741,1981,1,117979.93,0,0,1,1,0,2
0,3,1,0,683,1955,3,51709.97,0,1,1,1,3,2
5,3,1,0,3763,2001,0,78625.13,0,1,1,2,2,2
3,3,1,0,4832,2001,4,85349.26,0,1,1,2,2,2
5,2,1,0,4355,2001,2,25828.57,0,1,1,2,1,2
3,3,0,0,1518,1992,1,54019.29,0,1,1,1,3,4
2,2,0,0,1718,2013,4,36205.27,0,1,1,2,3,4
5,2,1,0,1151,1998,4,50131.88,0,1,1,2,3,2
0,1,1,0,24,2007,2,58767.2,0,0,1,2,3,2
0,2,0,0,2816,1958,3,90325.94,0,1,0,1,2,4
0,2,1,0,416,2010,4,8861.58,0,1,0,2,1,2
0,3,0,0,2574,1999,1,91679.8,0,0,1,2,2,4
5,2,0,0,998,2001,3,107759.13,0,1,0,2,0,4
5,3,1,0,6089,1962,4,136765.18,0,1,1,1,0,2
0,3,0,0,1341,1988,4,65778.96,0,1,1,1,3,4
2,3,1,0,1341,1996,1,99648.13,0,1,1,2,2,2
5,3,1,0,687,2009,4,99065.5,0,1,1,2,2,2
5,2,0,0,3291,1998,4,198517.74,0,1,0,2,0,4
5,2,0,0,677,1989,4,110050.54,0,1,1,1,0,4
0,2,1,1,5050,1998,3,94763.15,0,1,0,2,2,1
5,2,1,0,2280,2001,4,119656.55,0,1,1,2,0,2
2,1,0,0,802,2000,2,24821.87,0,1,0,2,1,4
0,3,1,0,66,2011,1,253698.68,0,1,1,2,0,2
1,2,1,0,2044,2001,4,239465.3,0,1,1,2,0,2
5,2,0,1,993,1985,2,143583.18,0,1,1,1,0,3
0,2,1,1,696,2009,3,92776.49,0,1,1,2,2,1
5,3,1,0,6410,2000,0,143492.14,0,1,0,2,0,2
0,2,0,0,334,2008,1,106463.01,0,1,1,2,2,4
0,1,1,0,2096,1856,1,42419.85,0,1,0,0,3,2
5,3,1,0,1472,1986,4,161750.11,0,0,1,1,0,2
5,2,1,0,156,2005,0,12153.83,0,1,0,2,1,2
2,3,1,0,1649,2000,4,112574.46,0,0,1,2,0,2
2,2,1,0,526,2014,2,58301.55,0,1,1,2,3,2
4,3,0,0,2189,1987,3,122590.93,0,1,0,1,0,4
2,2,0,0,2131,2003,3,73724.8,0,1,0,2,2,4
5,0,1,0,1575,2003,0,82428.39,0,1,1,2,2,2
5,2,0,0,900,2009,2,126813.75,0,1,1,2,0,4
2,2,0,1,1892,1986,4,3445.4,0,1,1,1,1,3
5,2,1,0,16005,2013,2,79631.5,0,1,1,2,2,2
5,3,0,1,3618,1984,2,54017.93,0,1,1,1,3,3
5,2,0,0,4419,1999,3,194967.27,0,0,0,2,0,4
5,2,0,0,626,2005,1,53592.86,0,1,1,2,3,4
0,2,0,0,386,2007,4,402.6269,1,1,0,2,1,4
2,3,1,1,2423,2012,4,25198.97,0,1,0,2,1,1
5,2,0,0,2174,1910,3,67794.36,0,1,0,0,3,4
5,3,1,0,1869,2005,4,78978.32,0,0,1,2,2,2
5,2,0,0,236,1868,3,601.6377,1,1,0,0,1,4
5,3,1,0,4611,1997,1,33883.77,0,1,1,2,1,2
5,3,0,0,1110,1994,3,124873.74,0,1,0,1,0,4
2,2,1,0,67296,1980,3,31531.19,0,1,1,1,1,2
5,1,0,0,2096,1908,2,47868.62,0,1,0,0,3,4
2,1,1,0,1258,1970,3,12503.66,0,1,0,1,1,2
2,2,0,0,3889,1976,3,12068.06,0,1,1,1,1,4
5,2,1,0,418,1990,4,116493.45,0,1,1,1,0,2
5,3,0,0,19437,1982,4,325.1087,1,1,0,1,1,4
5,1,0,0,1471,1907,1,136324.48,0,1,1,0,0,4
5,2,1,0,600,2010,1,165283.16,0,1,1,2,0,2
5,2,1,0,1961,2005,3,176726.33,0,1,1,2,0,2
5,1,1,0,2620,2005,1,129050.28,0,1,0,2,0,2
0,3,0,0,593,1838,3,167.9464,1,1,0,0,1,4
1,2,1,0,66948,2000,3,882.7615,1,1,0,2,1,2
5,1,1,0,3136,1992,3,78809.85,0,1,0,1,2,2
5,0,0,1,3466,1946,2,20263.02,0,1,1,1,1,3
5,0,0,1,1086,2009,2,130175.47,0,1,1,2,0,3
5,3,0,1,431,1915,4,124312.58,0,1,1,0,0,3
0,2,1,1,1540,1962,4,5200.77,0,1,1,1,1,1
5,3,0,0,2627,1882,1,169790.24,0,1,1,0,0,4
5,3,0,0,3874,1960,3,6801.63,0,1,0,1,1,4
5,3,1,0,2512,1929,4,107023.01,0,1,1,0,2,2
0,2,0,0,70824,2004,4,52563.31,0,0,0,2,3,4
5,3,0,1,4709,1996,2,32938.85,0,1,0,2,1,3
5,2,0,0,377,2000,4,107.65,1,1,1,2,1,4
0,2,0,0,4109,1998,1,35227.1,0,1,0,2,3,4
5,2,0,0,20076,2010,3,13987.72,0,1,0,2,1,4
5,2,0,0,884,2001,2,101383.57,0,1,1,2,2,4
5,2,0,1,19513,2010,1,114073.29,0,1,1,2,0,3
5,2,0,0,3219,1989,3,314156.06,0,1,1,1,0,4
5,3,0,0,3851,2000,2,108.12,1,1,0,2,1,4
5,2,0,0,1414,2008,1,257916.69,0,0,0,2,0,4
5,1,1,0,350,1951,1,100308.38,0,1,0,1,2,2
5,2,1,0,2834,1999,2,23613.52,0,1,1,2,1,2
5,2,1,0,143,1999,3,57938.66,0,1,1,2,3,2
1,0,1,0,1292,1981,3,37356.97,0,1,0,1,3,2
5,2,0,0,2577,2005,2,915.7486,1,1,0,2,1,4
5,2,1,0,2478,1977,2,38979.42,0,1,1,1,3,2
5,0,1,0,1084,2000,4,18905.31,0,1,1,2,1,2
5,3,1,0,3556,1987,2,25436.75,0,1,1,1,1,2
5,2,1,0,45,1974,2,91329.26,0,0,1,1,2,2
0,2,0,0,929,1831,4,612.305,1,1,0,0,1,4
0,3,0,0,177,2008,2,143243.25,0,0,1,2,0,4
5,2,1,0,1057,2003,4,61332.58,0,1,1,2,3,2
5,0,0,0,1959,1998,4,73224.74,0,0,0,2,2,4
5,3,0,0,2333,1978,4,91081.82,0,1,0,1,2,4
5,2,1,0,2161,2003,4,107714.33,0,1,1,2,0,2
2,3,1,0,2750,2004,3,81208.7,0,1,1,2,2,2
5,2,0,1,2536,1994,2,32662.95,0,1,0,1,1,3
0,3,0,0,1244,2006,2,40163.18,3,1,1,2,3,4
5,2,0,0,1801,1911,1,121447.53,0,1,0,0,0,4
2,2,1,0,5199,1919,2,36031.22,0,1,1,0,3,2
5,2,0,0,180,1999,2,57257.37,0,1,0,2,3,4
5,1,1,0,441,1889,1,8169.76,0,1,1,0,1,2
5,3,0,0,726,1941,2,125691.0,0,0,1,0,0,4
5,3,1,0,416,1965,2,66068.46,3,1,1,1,3,2
5,3,1,0,3551,2000,4,14840.54,0,1,1,2,1,2
5,2,1,0,756,1995,4,86332.95,0,1,1,1,2,2
5,1,0,0,18940,1997,3,59736.2,0,1,0,2,3,4
5,3,0,0,1829,1998,1,102793.6,0,1,0,2,2,4
5,1,1,0,700,1985,3,58549.4,0,1,0,1,3,2
0,2,0,0,483,1983,2,154328.35,0,1,0,1,0,4
0,2,0,0,1891,1847,4,11722.23,2,1,0,0,1,4
2,0,1,0,28027,1998,4,44248.08,0,1,1,2,3,2
5,2,1,0,2475,1993,4,33408.6,0,1,1,1,1,2
5,2,1,0,2765,1989,2,138123.08,0,1,0,1,0,2
5,2,1,0,854,2009,4,71005.24,0,0,1,2,2,2
2,3,1,0,5067,2003,3,5743.04,0,1,1,2,1,2
5,2,0,0,1023,2012,1,66392.67,0,1,1,2,3,4
2,0,1,0,4119,1971,3,86894.1,0,1,1,1,2,2
5,2,0,0,2000,2004,1,69632.9,0,1,1,2,3,4
2,1,1,0,4403,1925,2,119133.21,0,1,0,0,0,2
5,2,0,0,117,2015,4,164191.63,0,1,1,2,0,4
5,3,0,0,876,1817,2,1730.2,0,1,0,0,1,4
5,2,0,0,2297,1996,3,161675.79,0,1,1,2,0,4
5,2,1,0,4923,2001,2,115026.7,0,1,0,2,0,2
5,2,1,0,878,1987,4,120599.43,0,1,1,1,0,2
2,2,1,0,6059,2006,2,10804.03,0,1,1,2,1,2
5,2,1,0,34554,2013,1,246705.0,0,0,1,2,0,2
2,3,0,0,917,1983,3,34859.62,0,1,1,1,3,4
4,3,1,0,4713,1887,2,109744.09,0,1,1,0,0,2
5,3,0,0,781,2010,3,53543.71,0,0,1,2,3,4
5,2,0,0,1615,1965,2,824.7957,1,1,0,1,1,4
5,2,1,0,32619,1947,4,102073.81,0,1,1,1,2,2
1,3,1,0,1025,1950,3,27984.41,0,1,1,1,1,2
5,0,1,0,1490,2013,3,41231.84,0,1,1,2,3,2
0,3,0,0,1627,1914,2,119007.64,0,0,0,0,0,4
5,3,1,0,1104,1993,1,271409.44,0,1,1,1,0,2
5,2,1,0,1751,1997,2,57634.0,0,1,1,2,3,2
5,3,1,0,2201,2011,2,105219.55,0,1,1,2,2,2
5,3,0,0,1044,2008,3,187394.72,0,0,0,2,0,4
2,2,1,0,964,2000,4,61788.85,0,1,1,2,3,2
0,2,1,0,2347,1999,3,594.7953,1,1,0,2,1,2
5,2,0,0,548,2009,4,12.99,1,1,0,2,1,4
2,2,0,0,1350,2006,2,166189.18,0,1,1,2,0,4
5,3,0,0,2071,2012,2,603.0547,1,1,1,2,1,4
5,2,0,0,1691,2001,1,18766.68,0,1,0,2,1,4
2,1,0,0,3768,1994,4,26680.62,0,1,0,1,1,4
5,2,0,0,91,1879,3,222416.49,0,1,1,0,0,4
5,1,1,0,150,2014,3,122952.87,0,1,0,2,0,2
0,2,0,0,1678,1984,2,77116.93,0,1,0,1,2,4
2,0,1,0,633,1903,4,81554.61,0,1,1,0,2,2
5,3,1,0,3409,1920,1,33550.52,0,1,1,0,1,2
5,3,1,0,5106,2001,4,53144.96,0,1,1,2,3,2
5,2,1,0,2977,1989,3,245418.67,0,1,1,1,0,2
5,3,0,0,631,2001,1,30531.71,0,1,1,2,1,4
5,1,1,0,3606,2008,1,137728.03,0,1,1,2,0,2
0,2,0,0,203,1847,3,41009.64,0,1,0,0,3,4
5,2,1,0,1856,2004,2,63625.13,0,1,0,2,3,2
2,2,1,0,5071,1999,2,12624.41,0,1,1,2,1,2
5,3,0,0,1627,1997,4,847.0505,1,1,0,2,1,4
2,2,0,0,1090,1998,2,102816.22,0,1,0,2,2,4
5,0,0,0,115,1977,4,96289.72,0,1,1,1,2,4
5,1,1,0,2336,2001,4,56044.96,0,1,0,2,3,2
5,3,0,0,2781,2003,2,95914.42,0,1,1,2,2,4
5,2,0,0,1862,1948,2,652.6848,1,1,0,1,1,4
5,3,0,0,880,2008,3,71128.98,0,1,0,2,2,4
5,1,0,1,731,1996,4,997.6877,1,1,0,2,1,3
0,3,1,0,4703,2001,2,11709.44,0,1,1,2,1,2
5,1,1,0,1208,1996,1,132786.18,0,1,0,2,0,2
0,3,1,0,3747,1989,3,69515.32,0,1,1,1,3,2
5,3,0,0,1521,2000,1,120891.58,0,1,0,2,0,4
0,2,0,1,2999,2006,4,172504.71,0,1,1,2,0,3
5,3,0,0,1782,2013,4,66446.73,0,1,0,2,3,4
0,3,0,0,3051,2005,2,127908.53,0,1,0,2,0,4
2,1,1,0,228,2012,2,47943.58,0,1,0,2,3,2
5,3,1,0,4778,2001,4,42473.49,0,1,1,2,3,2
5,3,1,0,2943,2001,0,12032.49,0,1,1,2,1,2
5,1,0,0,4179,2013,2,37498.27,0,1,0,2,3,4
2,3,0,0,1014,1997,4,12283.68,0,1,1,2,1,4
5,2,0,0,138,1977,3,70036.21,0,1,0,1,3,4
0,0,0,0,1953,2009,1,16873.86,0,1,1,2,1,4
2,0,0,0,2599,1998,4,104060.58,0,1,1,2,2,4
5,0,0,1,2166,1994,4,208373.95,0,1,1,1,0,3
5,1,0,0,4222,1851,1,123775.68,0,1,0,0,0,4
2,3,0,0,1227,1997,1,31321.18,0,1,1,2,1,4
5,3,1,0,1700,1998,3,3753.07,0,1,1,2,1,2
0,3,0,0,41430,1990,3,67529.67,0,1,0,1,3,4
5,2,1,0,17568,2002,4,50511.84,0,1,0,2,3,2
5,3,1,0,2466,2002,3,84480.19,0,1,1,2,2,2
5,3,0,0,1320,2012,3,145996.56,0,0,0,2,0,4
0,3,0,0,1137,2013,1,65697.01,2,1,0,2,3,4
2,3,0,1,765,1979,4,32831.76,0,1,1,1,1,3
5,3,0,0,3219,2005,1,48657.57,0,1,1,2,3,4
5,2,0,0,1492,1988,1,14876.89,0,1,1,1,1,4
5,2,1,0,134,1998,4,14316.91,0,1,1,2,1,2
5,3,1,0,5150,2002,4,47797.58,0,0,0,2,3,2
3,0,0,0,4952,1990,2,111219.31,0,1,1,1,0,4
5,3,0,0,4493,2013,1,96280.2,3,1,1,2,2,4
5,3,0,0,1860,2000,3,518.3827,1,1,0,2,1,4
5,2,1,0,26125,1898,3,71341.05,0,1,0,0,2,2
5,2,1,0,1475,1999,4,77724.07,0,1,1,2,2,2
5,2,1,0,18049,1996,3,518.0265,1,1,1,2,1,2
5,2,1,0,5070,2007,4,119053.22,0,1,1,2,0,2
5,1,1,0,794,2012,4,50191.44,0,1,0,2,3,2
5,1,0,0,4219,2000,1,124265.9,0,1,1,2,0,4
5,3,1,0,1450,2012,1,62810.38,0,1,1,2,3,2
2,1,0,1,3983,2001,4,102133.71,0,1,1,2,2,3
5,3,1,0,1312,2009,4,54766.18,0,1,1,2,3,2
5,2,0,0,3115,2006,2,69487.52,0,1,0,2,3,4
5,3,0,0,877,1871,2,130160.33,0,1,1,0,0,4
2,0,1,0,1455,2004,4,50288.46,0,1,1,2,3,2
5,3,0,0,1392,2001,4,99737.18,0,0,1,2,2,4
2,2,1,0,4104,2010,2,25495.23,0,1,0,2,1,2
5,3,1,0,2107,1924,2,203350.19,0,0,1,0,0,2
5,3,1,0,120925,1875,2,59916.06,0,1,1,0,3,2
3,1,0,0,979,1993,3,50004.29,0,1,0,1,3,4
5,3,1,0,5409,1983,4,118858.69,0,1,1,1,0,2
5,2,0,1,764,1981,1,83055.54,0,1,1,1,2,3
0,3,0,0,2920,1981,4,831.6139,1,1,0,1,1,4
0,1,0,0,772,1993,4,80017.28,0,1,1,1,2,4
5,3,0,1,20571,2007,2,141869.75,0,1,1,2,0,3
0,2,1,0,-26,1968,2,168.1558,1,1,0,1,1,2
0,3,1,0,1498,1999,4,30103.71,0,1,1,2,1,2
5,3,1,0,3783,2014,4,4734.45,0,1,1,2,1,2
5,3,1,0,1680,1994,1,129452.48,0,1,1,1,0,2
5,2,0,0,4166,1947,2,124.97,1,1,0,1,1,4
1,3,0,0,23645,1916,1,132.04,1,1,0,0,1,4
5,2,1,0,607,2000,2,104110.64,0,1,1,2,2,2
5,1,1,0,873,2011,1,109026.57,0,1,1,2,0,2
5,3,1,0,3980,1869,4,53767.37,0,1,1,0,3,2
2,0,0,0,259,1975,2,60935.18,0,1,1,1,3,4
5,3,1,0,2785,1985,1,47706.45,0,1,1,1,3,2
5,2,1,0,3537,1962,4,249850.51,0,0,1,1,0,2
5,2,0,0,3218,1985,4,79.1718,1,1,0,1,1,4
0,3,1,0,2707,2006,4,6278.09,0,1,1,2,1,2
5,0,1,0,1116,1999,2,90494.35,0,1,1,2,2,2
5,2,1,0,3143,2000,1,147481.01,0,1,1,2,0,2
5,3,0,0,150,1937,4,103362.64,0,1,1,0,2,4
2,2,0,0,787,1913,2,158569.72,0,0,0,0,0,4
5,1,1,0,3434,1998,3,101797.53,0,1,0,2,2,2
5,2,1,0,421,1994,1,103854.19,0,1,1,1,2,2
2,2,1,0,1082,1998,4,71293.42,0,1,1,2,2,2
5,1,1,0,171,1985,4,41743.95,0,1,0,1,3,2
5,2,1,0,1500,2005,3,219056.42,0,1,0,2,0,2
0,3,1,0,3910,2003,2,91051.31,0,1,1,2,2,2
2,2,0,0,1961,1964,1,90028.66,0,1,0,1,2,4
0,2,0,0,2448,1994,3,127192.61,0,0,0,1,0,4
2,2,1,0,838,1862,4,70530.13,0,1,1,0,2,2
5,3,0,0,3583,2013,3,12922.47,0,1,1,2,1,4
5,2,1,0,222,1989,4,813.7261,1,1,1,1,1,2
5,2,1,0,1386,1995,1,75257.3,0,1,1,1,2,2
5,2,0,0,75,2005,2,103417.74,0,1,0,2,2,4
